# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000599245.1	PRJNA224116	SAMN02314563	JGDZ00000000.1	na	1339321	817	Bacteroides fragilis str. S6R6	strain=S6R6		latest	Contig	Major	Full	2014/03/20	ASM59924v1	IGS	GCA_000599245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/245/GCF_000599245.1_ASM59924v1		
GCF_000599265.1	PRJNA224116	SAMN02315074	JGEB00000000.1	na	1339337	817	Bacteroides fragilis str. 1007-1-F #3	strain=1007-1-F #3		latest	Contig	Major	Full	2014/03/20	ASM59926v1	IGS	GCA_000599265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/265/GCF_000599265.1_ASM59926v1		
GCF_000599305.1	PRJNA224116	SAMN02315068	JGEL00000000.1	na	1339330	817	Bacteroides fragilis str. S23L24	strain=S23L24		latest	Contig	Major	Full	2014/03/20	ASM59930v1	IGS	GCA_000599305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/305/GCF_000599305.1_ASM59930v1		
GCF_000599325.1	PRJNA224116	SAMN02315064	JGEO00000000.1	na	1339325	817	Bacteroides fragilis str. S24L34	strain=S24L34		latest	Contig	Major	Full	2014/03/20	ASM59932v1	IGS	GCA_000599325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/325/GCF_000599325.1_ASM59932v1		
GCF_000599365.1	PRJNA224116	SAMN02315070	JGER00000000.1	na	1339332	817	Bacteroides fragilis str. S38L5	strain=S38L5		latest	Contig	Major	Full	2014/03/20	ASM59936v1	IGS	GCA_000599365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/365/GCF_000599365.1_ASM59936v1		
GCF_000599385.1	PRJNA224116	SAMN02314560	JGES00000000.1	na	1339319	817	Bacteroides fragilis str. S6L8	strain=S6L8		latest	Contig	Major	Full	2014/03/20	ASM59938v1	IGS	GCA_000599385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/599/385/GCF_000599385.1_ASM59938v1		
GCF_000601035.1	PRJNA224116	SAMN02315076	JGVD00000000.1	na	1339339	817	Bacteroides fragilis str. 1007-1-F #5	strain=1007-1-F #5		latest	Contig	Major	Full	2014/03/26	ASM60103v1	IGS	GCA_000601035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/601/035/GCF_000601035.1_ASM60103v1		
GCF_000601055.1	PRJNA224116	SAMN02315067	JHEF00000000.1	na	1339329	817	Bacteroides fragilis str. S23L17	strain=S23L17		latest	Contig	Major	Full	2014/03/26	ASM60105v1	IGS	GCA_000601055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/601/055/GCF_000601055.1_ASM60105v1		
GCF_000601075.2	PRJNA224116	SAMN02314562	JGVE00000000.1	na	1339322	817	Bacteroides fragilis str. S6R8	strain=S6R8		latest	Contig	Minor	Full	2014/03/26	ASM60107v2	IGS	GCA_000601075.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/601/075/GCF_000601075.2_ASM60107v2		
GCF_000601095.1	PRJNA224116	SAMN02315077	JGVF00000000.1	na	1339340	817	Bacteroides fragilis str. 1007-1-F #6	strain=1007-1-F #6		latest	Contig	Major	Full	2014/03/26	ASM60109v1	IGS	GCA_000601095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/601/095/GCF_000601095.1_ASM60109v1		
GCF_000601115.1	PRJNA224116	SAMN02314522	JGVG00000000.1	na	1339304	817	Bacteroides fragilis str. 3986 N3	strain=3986 N3		latest	Contig	Major	Full	2014/03/26	ASM60111v1	IGS	GCA_000601115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/601/115/GCF_000601115.1_ASM60111v1		
GCF_000710365.1	PRJNA224116	SAMN02730069	JMZX00000000.2	na	817	817	Bacteroides fragilis	strain=DCMSKEJBY0001B		latest	Contig	Major	Full	2014/07/11	DCMSKEJBY0001B2.0	Odense University Hospital	GCA_000710365.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/365/GCF_000710365.1_DCMSKEJBY0001B2.0		
GCF_000710375.1	PRJNA224116	SAMN02730070	JMZY00000000.2	na	817	817	Bacteroides fragilis	strain=DCMOUH0017B		latest	Contig	Major	Full	2014/07/11	DCMOUH0017B2.0	Odense University Hospital	GCA_000710375.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/375/GCF_000710375.1_DCMOUH0017B2.0		
GCF_000724665.1	PRJNA224116	SAMN02730071	JMZZ00000000.2	na	817	817	Bacteroides fragilis	strain=DCMOUH0018B		latest	Contig	Major	Full	2014/09/08	DCMOUH0018B2.0	Odense University Hospital	GCA_000724665.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/665/GCF_000724665.1_DCMOUH0018B2.0		
GCF_000724795.1	PRJNA224116	SAMN02892979	JPGQ00000000.1	na	817	817	Bacteroides fragilis	strain=DCMOUH0042B		latest	Scaffold	Major	Full	2014/07/11	DCMOUH0042B1.0	Odense University Hospital	GCA_000724795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/795/GCF_000724795.1_DCMOUH0042B1.0		
GCF_000724805.1	PRJNA224116	SAMN02903368	JPHS00000000.1	na	817	817	Bacteroides fragilis	strain=DCMOUH0067B		latest	Contig	Major	Full	2014/07/11	DCMOUH0067B_1.0	Odense University Hospital	GCA_000724805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/805/GCF_000724805.1_DCMOUH0067B_1.0		
GCF_000724815.1	PRJNA224116	SAMN02903957	JPHP00000000.1	na	817	817	Bacteroides fragilis	strain=DCMOUH0085B		latest	Contig	Major	Full	2014/07/11	DCMOUH0085B_1.0	Odense University Hospital	GCA_000724815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/815/GCF_000724815.1_DCMOUH0085B_1.0		
GCF_000965785.1	PRJNA224116	SAMN03420872		na	817	817	Bacteroides fragilis	strain=BOB25		latest	Complete Genome	Major	Full	2015/03/30	ASM96578v1	FSBIS SRI PCM FMBA of Russia	GCA_000965785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/965/785/GCF_000965785.1_ASM96578v1		
GCF_001054865.1	PRJNA224116	SAMN03197511	JVLR00000000.1	na	817	817	Bacteroides fragilis	strain=320_BFRA		latest	Contig	Major	Full	2015/07/10	ASM105486v1	University of Washington	GCA_001054865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/865/GCF_001054865.1_ASM105486v1		
GCF_001054895.1	PRJNA224116	SAMN03197513	JVLP00000000.1	na	817	817	Bacteroides fragilis	strain=322_BFRA		latest	Contig	Major	Full	2015/07/10	ASM105489v1	University of Washington	GCA_001054895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/054/895/GCF_001054895.1_ASM105489v1		
GCF_001056335.1	PRJNA224116	SAMN03197512	JVLQ00000000.1	na	817	817	Bacteroides fragilis	strain=321_BFRA		latest	Scaffold	Major	Full	2015/07/10	ASM105633v1	University of Washington	GCA_001056335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/056/335/GCF_001056335.1_ASM105633v1		
GCF_001058755.1	PRJNA224116	SAMN03198091	JUPJ00000000.1	na	817	817	Bacteroides fragilis	strain=885_BFRA		latest	Contig	Major	Full	2015/07/10	ASM105875v1	University of Washington	GCA_001058755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/755/GCF_001058755.1_ASM105875v1		
GCF_001058775.1	PRJNA224116	SAMN03198101	JUOZ00000000.1	na	817	817	Bacteroides fragilis	strain=894_BFRA		latest	Contig	Major	Full	2015/07/10	ASM105877v1	University of Washington	GCA_001058775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/058/775/GCF_001058775.1_ASM105877v1		
GCF_001286525.1	PRJNA224116	SAMEA3501569		na	817	817	Bacteroides fragilis	strain=BE1		latest	Complete Genome	Major	Full	2015/08/25	BFBE1.1	ED	GCA_001286525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/286/525/GCF_001286525.1_BFBE1.1		
GCF_001580095.1	PRJNA224116	SAMN03956218	LTZK00000000.1	na	817	817	Bacteroides fragilis	strain=KLE1758		latest	Scaffold	Major	Full	2016/03/03	ASM158009v1	The Genome Institute at Washington University	GCA_001580095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/580/095/GCF_001580095.1_ASM158009v1		
GCF_001682215.1	PRJNA224116	SAMN03921941		na	817	817	Bacteroides fragilis	strain=S14		latest	Complete Genome	Major	Full	2016/07/08	ASM168221v1	Seqomics Ltd	GCA_001682215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/215/GCF_001682215.1_ASM168221v1		
GCF_001692695.1	PRJNA224116	SAMN05426807	MBRB00000000.1	na	817	817	Bacteroides fragilis	strain=JIM10		latest	Contig	Major	Full	2016/07/27	ASM169269v1	Federal Research and Clinical Center of Physical-Chemical Medicine of FMBA of Russia	GCA_001692695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/692/695/GCF_001692695.1_ASM169269v1		
GCF_001693695.1	PRJNA224116	SAMN04093172	LMAC00000000.1	na	817	817	Bacteroides fragilis	strain=O:21		latest	Scaffold	Major	Full	2016/07/26	ASM169369v1	Seqomics Ltd.	GCA_001693695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/695/GCF_001693695.1_ASM169369v1		
GCF_001695355.1	PRJNA224116	SAMN03921828	LGTH00000000.1	na	817	817	Bacteroides fragilis	strain=BF8		latest	Contig	Major	Full	2016/07/26	ASM169535v1	Seqomics Ltd	GCA_001695355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/695/355/GCF_001695355.1_ASM169535v1		
GCF_001699855.1	PRJNA224116	SAMN03839334	LIDT00000000.1	na	817	817	Bacteroides fragilis	strain=20793-3		latest	Contig	Major	Full	2016/08/04	ASM169985v1	NIH/ NIDDK	GCA_001699855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/699/855/GCF_001699855.1_ASM169985v1		
GCF_001699875.1	PRJNA224116	SAMN03839335	LIDU00000000.1	na	817	817	Bacteroides fragilis	strain=20656-2-1		latest	Contig	Major	Full	2016/08/05	ASM169987v1	NIH/ NIDDK	GCA_001699875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/699/875/GCF_001699875.1_ASM169987v1		
GCF_000011065.1	PRJNA62913	SAMN02604314		reference genome	226186	818	Bacteroides thetaiotaomicron VPI-5482	strain=VPI-5482		latest	Complete Genome	Major	Full	2003/03/28	ASM1106v1	Washington University Department of Molecular Biology and Pharmacology	GCA_000011065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/065/GCF_000011065.1_ASM1106v1		assembly from type material
GCF_000159875.2	PRJNA224116	SAMN02463690	ACIC00000000.2	na	818	818	Bacteroides thetaiotaomicron	strain=1_1_6		latest	Scaffold	Major	Full	2012/04/11	Bact_sp_1_1_6_V2	Broad Institute	GCA_000159875.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/875/GCF_000159875.2_Bact_sp_1_1_6_V2		
GCF_001055755.1	PRJNA224116	SAMN03197381	JVQR00000000.1	na	818	818	Bacteroides thetaiotaomicron	strain=19_BTHE		latest	Scaffold	Major	Full	2015/07/10	ASM105575v1	University of Washington	GCA_001055755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/055/755/GCF_001055755.1_ASM105575v1		
GCF_001314975.1	PRJNA224116	SAMN03852684		na	818	818	Bacteroides thetaiotaomicron	strain=7330		latest	Complete Genome	Major	Full	2015/10/15	ASM131497v1	Washington University in St. Louis	GCA_001314975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/975/GCF_001314975.1_ASM131497v1		
GCF_001578565.1	PRJNA224116	SAMN04324905	LTDD00000000.1	na	818	818	Bacteroides thetaiotaomicron	strain=KLE1254		latest	Scaffold	Major	Full	2016/03/02	ASM157856v1	The Genome Institute at Washington University	GCA_001578565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/565/GCF_001578565.1_ASM157856v1		
GCF_000154205.1	PRJNA224116	SAMN00627060	AAYH00000000.2	representative genome	411479	820	Bacteroides uniformis ATCC 8492	strain=ATCC 8492		latest	Scaffold	Major	Full	2007/07/30	ASM15420v1	Washington University Genome Sequencing Center	GCA_000154205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/205/GCF_000154205.1_ASM15420v1		assembly from type material
GCF_000273275.1	PRJNA224116	SAMN02463933	AGXY00000000.1	na	997890	820	Bacteroides uniformis CL03T12C37	strain=CL03T12C37		latest	Scaffold	Major	Full	2012/07/23	Bact_unif_CL03T12C37_V1	Broad Institute	GCA_000273275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/275/GCF_000273275.1_Bact_unif_CL03T12C37_V1		
GCF_000273785.1	PRJNA224116	SAMN02463932	AGXX00000000.1	na	997889	820	Bacteroides uniformis CL03T00C23	strain=CL03T00C23		latest	Scaffold	Major	Full	2012/07/23	Bact_unif_CL03T00C23_V1	Broad Institute	GCA_000273785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/785/GCF_000273785.1_Bact_unif_CL03T00C23_V1		
GCF_000699825.1	PRJNA224116	SAMN02370943	JNHN00000000.1	na	1339349	820	Bacteroides uniformis str. 3978 T3 ii	strain=3978 T3 ii		latest	Contig	Major	Full	2014/06/09	ASM69982v1	IGS	GCA_000699825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/825/GCF_000699825.1_ASM69982v1		
GCF_000939155.1	PRJNA224116	SAMEA3217998	CELS00000000.1	na	820	820	Bacteroides uniformis	strain=2a7B		latest	Contig	Major	Full	2015/02/25	2a7B_assembly3	CGS-GL	GCA_000939155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/939/155/GCF_000939155.1_2a7B_assembly3		
GCF_001403955.1	PRJNA224116	SAMEA3217997	CELP00000000.1	na	820	820	Bacteroides uniformis	strain=2a3A		latest	Contig	Major	Full	2015/02/26	2a7B_assembly2	CGS-GL	GCA_001403955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/403/955/GCF_001403955.1_2a7B_assembly2		
GCF_001406715.1	PRJNA224116	SAMEA3545405	CZBF00000000.1	na	820	820	Bacteroides uniformis	strain=2789STDY5834942		latest	Scaffold	Major	Full	2015/10/02	14207_7#65	SC	GCA_001406715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/406/715/GCF_001406715.1_14207_7_65		
GCF_001578555.1	PRJNA224116	SAMN03842219	LTDC00000000.1	na	820	820	Bacteroides uniformis	strain=KLE1607		latest	Scaffold	Major	Full	2016/03/02	ASM157855v1	The Genome Center	GCA_001578555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/578/555/GCF_001578555.1_ASM157855v1		
GCF_000012825.1	PRJNA224116	SAMN02604309		representative genome	435590	821	Bacteroides vulgatus ATCC 8482	strain=ATCC 8482		latest	Complete Genome	Major	Full	2007/06/27	ASM1282v1	Washington University (WashU)	GCA_000012825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/825/GCF_000012825.1_ASM1282v1		assembly from type material
GCF_000178195.1	PRJNA224116	SAMN00007490	ADKO00000000.1	na	702446	821	Bacteroides vulgatus PC510	strain=PC510		latest	Contig	Major	Full	2010/04/08	ASM17819v1	J. Craig Venter Institute	GCA_000178195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/195/GCF_000178195.1_ASM17819v1		
GCF_000273295.1	PRJNA224116	SAMN02463934	AGXZ00000000.1	na	997891	821	Bacteroides vulgatus CL09T03C04	strain=CL09T03C04		latest	Scaffold	Major	Full	2012/07/23	Bact_vulg_CL09T03C04_V1	Broad Institute	GCA_000273295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/295/GCF_000273295.1_Bact_vulg_CL09T03C04_V1		
GCF_000699705.1	PRJNA224116	SAMN02370946	JNHI00000000.1	na	1339350	821	Bacteroides vulgatus str. 3775 SL(B) 10 (iv)	strain=3775 SL(B) 10 (iv)		latest	Contig	Major	Full	2014/06/09	ASM69970v1	IGS	GCA_000699705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/705/GCF_000699705.1_ASM69970v1		
GCF_000699845.1	PRJNA224116	SAMN02370947	JNHJ00000000.1	na	1339351	821	Bacteroides vulgatus str. 3775 SR(B) 19	strain=3775 SR(B) 19		latest	Contig	Major	Full	2014/06/09	ASM69984v1	IGS	GCA_000699845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/845/GCF_000699845.1_ASM69984v1		
GCF_000699865.1	PRJNA224116	SAMN02370951	JNHM00000000.1	na	1339352	821	Bacteroides vulgatus str. 3975 RP4	strain=3975 RP4		latest	Contig	Major	Full	2014/06/09	ASM69986v1	IGS	GCA_000699865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/865/GCF_000699865.1_ASM69986v1		
GCF_000012845.1	PRJNA224116	SAMN02604310		representative genome	435591	823	Parabacteroides distasonis ATCC 8503	strain=ATCC 8503		latest	Complete Genome	Major	Full	2007/06/27	ASM1284v1	Washington University (WashU)	GCA_000012845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/845/GCF_000012845.1_ASM1284v1		assembly from type material
GCF_000307435.1	PRJNA224116	SAMN02463938	AGZN00000000.1	na	999417	823	Parabacteroides distasonis CL09T03C24	strain=CL09T03C24		latest	Scaffold	Major	Full	2012/10/23	Para_dist_CL09T03C24_V1	Broad Institute	GCA_000307435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/435/GCF_000307435.1_Para_dist_CL09T03C24_V1		
GCF_000307455.1	PRJNA224116	SAMN02463937	AGZM00000000.1	na	999416	823	Parabacteroides distasonis CL03T12C09	strain=CL03T12C09		latest	Scaffold	Major	Full	2012/10/23	Para_dist_CL03T12C09_V1	Broad Institute	GCA_000307455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/455/GCF_000307455.1_Para_dist_CL03T12C09_V1		
GCF_000699745.1	PRJNA224116	SAMN02370936	JNHL00000000.1	na	1339341	823	Parabacteroides distasonis str. 3776 Po2 i	strain=3776 Po2 i		latest	Contig	Major	Full	2014/06/09	ASM69974v1	IGS	GCA_000699745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/745/GCF_000699745.1_ASM69974v1		
GCF_000699765.1	PRJNA224116	SAMN02370945	JNHQ00000000.1	na	1339345	823	Parabacteroides distasonis str. 3999B T(B) 6	strain=3999B T(B) 6		latest	Contig	Major	Full	2014/06/09	ASM69976v1	IGS	GCA_000699765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/765/GCF_000699765.1_ASM69976v1		
GCF_000699785.1	PRJNA224116	SAMN02370938	JNHK00000000.1	na	1339342	823	Parabacteroides distasonis str. 3776 D15 i	strain=3776 D15 i		latest	Contig	Major	Full	2014/06/09	ASM69978v1	IGS	GCA_000699785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/785/GCF_000699785.1_ASM69978v1		
GCF_000699805.1	PRJNA224116	SAMN02370939	JNHU00000000.1	na	1339343	823	Parabacteroides distasonis str. 3776 D15 iv	strain=3776 D15 iv		latest	Contig	Major	Full	2014/06/09	ASM69980v1	IGS	GCA_000699805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/805/GCF_000699805.1_ASM69980v1		
GCF_000699905.1	PRJNA224116	SAMN02370944	JNHP00000000.1	na	1339344	823	Parabacteroides distasonis str. 3999B T(B) 4	strain=3999B T(B) 4		latest	Contig	Major	Full	2014/06/09	ASM69990v1	IGS	GCA_000699905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/905/GCF_000699905.1_ASM69990v1		
GCF_000939775.1	PRJNA224116	SAMEA3218008	CDRH00000000.1	na	823	823	Parabacteroides distasonis	strain=2b7A		latest	Contig	Major	Full	2015/02/25	2b7A_assembly	CGS-GL	GCA_000939775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/939/775/GCF_000939775.1_2b7A_assembly		
GCF_000154385.1	PRJNA224116	SAMN02299416	ABED00000000.2	na	411485	853	Faecalibacterium prausnitzii M21/2	strain=M21/2		latest	Scaffold	Major	Full	2007/09/12	ASM15438v1	Washington University Genome Sequencing Center	GCA_000154385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/385/GCF_000154385.1_ASM15438v1		
GCF_000162015.1	PRJNA224116	SAMN00008827	ACOP00000000.2	representative genome	411483	853	Faecalibacterium prausnitzii A2-165	strain=A2-165		latest	Scaffold	Major	Full	2009/07/22	ASM16201v1	Washington University Genome Sequencing Center	GCA_000162015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/015/GCF_000162015.1_ASM16201v1		
GCF_000166035.1	PRJNA224116	SAMN00189147	AECU00000000.1	na	748224	853	Faecalibacterium cf. prausnitzii KLE1255	strain=KLE1255		latest	Scaffold	Major	Full	2010/11/05	ASM16603v1	Washington University Genome Center	GCA_000166035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/035/GCF_000166035.1_ASM16603v1		
GCF_000189595.1	PRJNA224116	SAMN02463857	ADLQ00000000.1	representative genome	742740	1512	[Clostridium] symbiosum WAL-14163	strain=WAL-14163		latest	Scaffold	Major	Full	2011/02/23	Clos_symb_WAL_14163_V1	Broad Institute	GCA_000189595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/595/GCF_000189595.1_Clos_symb_WAL_14163_V1		
GCF_000763955.1	PRJNA224116	SAMN03003651	JQIF00000000.1	na	1522	1522	[Clostridium] innocuum	strain=AN88		latest	Contig	Major	Full	2014/10/06	ASM76395v1	Chang Gung Memorial Hospital	GCA_000763955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/955/GCF_000763955.1_ASM76395v1		
GCF_000371405.1	PRJNA224116	SAMN02596769	AGYS00000000.1	na	999410	1531	[Clostridium] clostridioforme CM201	strain=CM201		latest	Scaffold	Major	Full	2013/04/19	Clos_clos_CM201_V1	Broad Institute	GCA_000371405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/405/GCF_000371405.1_Clos_clos_CM201_V1		assembly from proxytype material
GCF_000371485.1	PRJNA224116	SAMN02596765	AGYO00000000.1	na	999409	1531	[Clostridium] clostridioforme 90B1	strain=90B1		latest	Scaffold	Major	Full	2013/04/19	Clos_clos_90B1_V1	Broad Institute	GCA_000371485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/485/GCF_000371485.1_Clos_clos_90B1_V1		
GCF_000371505.1	PRJNA224116	SAMN02596768	AGYR00000000.1	na	999408	1531	[Clostridium] clostridioforme 90A8	strain=90A8		latest	Scaffold	Major	Full	2013/04/19	Clos_clos_90A8_V1	Broad Institute	GCA_000371505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/505/GCF_000371505.1_Clos_clos_90A8_V1		
GCF_000371545.1	PRJNA224116	SAMN02596762	AGYL00000000.1	na	999406	1531	[Clostridium] clostridioforme 90A6	strain=90A6		latest	Scaffold	Major	Full	2013/04/19	Clos_clos_90A6_V1	Broad Institute	GCA_000371545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/545/GCF_000371545.1_Clos_clos_90A6_V1		
GCF_000371565.1	PRJNA224116	SAMN02596763	AGYM00000000.1	na	999405	1531	[Clostridium] clostridioforme 90A4	strain=90A4		latest	Scaffold	Major	Full	2013/04/19	Clos_clos_90A4_V1	Broad Institute	GCA_000371565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/565/GCF_000371565.1_Clos_clos_90A4_V1		
GCF_000371585.1	PRJNA224116	SAMN02596767	AGYQ00000000.1	na	999404	1531	[Clostridium] clostridioforme 90A3	strain=90A3		latest	Scaffold	Major	Full	2013/04/19	Clos_clos_90A3_V1	Broad Institute	GCA_000371585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/585/GCF_000371585.1_Clos_clos_90A3_V1		
GCF_000371605.1	PRJNA224116	SAMN02596766	AGYP00000000.1	na	999403	1531	[Clostridium] clostridioforme 90A1	strain=90A1		latest	Scaffold	Major	Full	2013/04/19	Clos_clos_90A1_V1	Broad Institute	GCA_000371605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/371/605/GCF_000371605.1_Clos_clos_90A1_V1		
GCF_000424325.1	PRJNA224116	SAMN02440671	AUJR00000000.1	na	1280695	1531	[Clostridium] clostridioforme AGR2157	strain=AGR2157		latest	Scaffold	Major	Full	2013/07/11	ASM42432v1	DOE Joint Genome Institute	GCA_000424325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/325/GCF_000424325.1_ASM42432v1		
GCF_000154345.1	PRJNA224116	SAMN00627074	ABCB00000000.2	representative genome	428125	1535	[Clostridium] leptum DSM 753	strain=DSM 753		latest	Scaffold	Major	Full	2007/08/21	ASM15434v1	Washington University Genome Sequencing Center	GCA_000154345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/345/GCF_000154345.1_ASM15434v1		assembly from type material
GCF_000010425.1	PRJNA224116	SAMD00061080		representative genome	367928	1680	Bifidobacterium adolescentis ATCC 15703	strain=ATCC 15703		latest	Complete Genome	Major	Full	2006/12/05	ASM1042v1	Gifu University, Life Science Research Center, Japan	GCA_000010425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/425/GCF_000010425.1_ASM1042v1		assembly from type material
GCF_000154085.1	PRJNA224116	SAMN00627056	AAXD00000000.2	na	411481	1680	Bifidobacterium adolescentis L2-32	strain=L2-32		latest	Scaffold	Major	Full	2007/05/25	ASM15408v1	Washington University Genome Sequencing Center	GCA_000154085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/085/GCF_000154085.1_ASM15408v1		
GCF_000702865.1	PRJNA224116	SAMN02841222	JNKM00000000.1	na	1410644	1680	Bifidobacterium adolescentis DSM 20087	strain=DSM 20087		latest	Contig	Major	Full	2014/06/11	ASM70286v1	DOE Joint Genome Institute	GCA_000702865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/702/865/GCF_000702865.1_ASM70286v1		
